2.440000e+07	  3	  3000	  1776	1.651789949397674e-03	9.999999999999991e+00	2.632058594607536e+00
2.450000e+07	  3	  3000	  1584	1.413864638514408e-03	9.999999999999991e+00	2.684919171299500e+00
2.460000e+07	  3	  3000	  1217	1.667818362210164e-03	9.999999999999991e+00	2.737858673070301e+00
2.470000e+07	  3	  3000	  2551	1.810882016085572e-03	9.999999999999991e+00	2.790697608521773e+00
2.480000e+07	  3	  3000	    72	1.247370242441770e-03	9.999999999999991e+00	2.842339990462107e+00
2.490000e+07	  3	  3000	  1855	1.833907850072280e-03	9.999999999999991e+00	2.894306735808197e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.500000e+07	  3	  3000	  1025	1.836118253557539e-03	9.999999999999991e+00	2.946876139905826e+00
2.510000e+07	  3	  3000	  2942	1.404991351067729e-03	9.999999999999991e+00	2.999535932956473e+00
2.520000e+07	  3	  3000	  2513	1.233889581288363e-03	9.999999999999991e+00	3.052330750448113e+00
2.530000e+07	  3	  3000	   519	1.433504400198391e-03	9.999999999999991e+00	3.105401644270267e+00
2.540000e+07	  3	  3000	   830	1.495306792878656e-03	9.999999999999991e+00	3.158400590583801e+00
2.550000e+07	  3	  3000	   133	1.328193152081933e-03	9.999999999999991e+00	3.209996965537712e+00
2.560000e+07	  3	  3000	  2625	1.256171573251490e-03	9.999999999999991e+00	3.263013646579300e+00
2.570000e+07	  3	  3000	  2126	1.656273222273549e-03	9.999999999999991e+00	3.316032466454978e+00
2.580000e+07	  3	  3000	  1945	1.831863106243293e-03	1.333521432163323e+01	3.198458197896820e-02
2.590000e+07	  3	  3000	  2511	1.670538457763013e-03	1.333521432163323e+01	8.482124450489763e-02
2.600000e+07	  3	  3000	  2151	1.441430333028908e-03	1.333521432163323e+01	1.378337232271157e-01
2.610000e+07	  3	  3000	  2484	1.529952896700207e-03	1.333521432163323e+01	1.908183601070495e-01
2.620000e+07	  3	  3000	  1009	1.178963782549781e-03	1.333521432163323e+01	2.438246518309743e-01
2.630000e+07	  3	  3000	   263	1.397585287540301e-03	1.333521432163323e+01	2.966665042301436e-01
2.640000e+07	  3	  3000	   777	1.436090622665911e-03	1.333521432163323e+01	3.485912524374746e-01
2.650000e+07	  3	  3000	  1384	1.394267822059552e-03	1.333521432163323e+01	4.010951577997739e-01
2.660000e+07	  3	  3000	  2620	1.287499605911414e-03	1.333521432163323e+01	4.524650387702784e-01
2.670000e+07	  3	  3000	   389	1.244112597857510e-03	1.333521432163323e+01	5.048454418837394e-01
2.680000e+07	  3	  3000	   212	1.426603590958355e-03	1.333521432163323e+01	5.578071688966608e-01
2.690000e+07	  3	  3000	  2856	1.266934399778459e-03	1.333521432163323e+01	6.103495442312362e-01
2.700000e+07	  3	  3000	   433	1.151682108368270e-03	1.333521432163323e+01	6.631489201574990e-01
2.710000e+07	  3	  3000	   950	1.636326328063376e-03	1.333521432163323e+01	7.161548868490902e-01
2.720000e+07	  3	  3000	  2765	2.059622590310183e-03	1.333521432163323e+01	7.691078334291458e-01
2.730000e+07	  3	  3000	  2259	1.814444330110013e-03	1.333521432163323e+01	8.209091922436357e-01
2.740000e+07	  3	  3000	   385	1.428573737809695e-03	1.333521432163323e+01	8.739184156643208e-01
2.750000e+07	  3	  3000	  1257	1.900289860761551e-03	1.333521432163323e+01	9.269632277524611e-01
2.760000e+07	  3	  3000	  1093	1.574319483573794e-03	1.333521432163323e+01	9.800485134857870e-01
2.770000e+07	  3	  3000	  2224	2.005415199674087e-03	1.333521432163323e+01	1.033105439879747e+00
2.780000e+07	  3	  3000	   812	1.411101593198030e-03	1.333521432163323e+01	1.086098661650700e+00
2.790000e+07	  3	  3000	  2801	1.958533582331836e-03	1.333521432163323e+01	1.139066020892713e+00
2.800000e+07	  3	  3000	  1549	1.350570424818421e-03	1.333521432163323e+01	1.191800871222159e+00
2.810000e+07	  3	  3000	  2414	1.523829548771278e-03	1.333521432163323e+01	1.244659404875302e+00
2.820000e+07	  3	  3000	  2551	1.760814380106518e-03	1.333521432163323e+01	1.297701186324531e+00
2.830000e+07	  3	  3000	   925	1.758462131807748e-03	1.333521432163323e+01	1.350627931369929e+00
2.840000e+07	  3	  3000	  2581	1.448000491226643e-03	1.333521432163323e+01	1.403629143196743e+00
2.850000e+07	  3	  3000	  2831	1.485059368828686e-03	1.333521432163323e+01	1.455542035817573e+00
2.860000e+07	  3	  3000	  2311	1.275927003793518e-03	1.333521432163323e+01	1.508552788591038e+00
2.870000e+07	  3	  3000	  2550	1.511443776922512e-03	1.333521432163323e+01	1.561535427324293e+00
2.880000e+07	  3	  3000	   336	1.688977088325677e-03	1.333521432163323e+01	1.614150578716818e+00
2.890000e+07	  3	  3000	  1783	1.348002108652350e-03	1.333521432163323e+01	1.667144501217650e+00
2.900000e+07	  3	  3000	  1251	2.065664247175044e-03	1.333521432163323e+01	1.720135102020441e+00
2.910000e+07	  3	  3000	   883	1.760504512083053e-03	1.333521432163323e+01	1.772884241335021e+00
2.920000e+07	  3	  3000	  2126	1.805162356407500e-03	1.333521432163323e+01	1.825198801772040e+00
2.930000e+07	  3	  3000	  2906	1.948286432073534e-03	1.333521432163323e+01	1.876516447390129e+00
2.940000e+07	  3	  3000	  2123	1.451686990701150e-03	1.333521432163323e+01	1.929318313778221e+00
2.950000e+07	  3	  3000	  2018	1.900795300124816e-03	1.333521432163323e+01	1.982178047298723e+00
2.960000e+07	  3	  3000	  2434	1.185644275856279e-03	1.333521432163323e+01	2.034939183761425e+00
2.970000e+07	  3	  3000	   383	1.360659589287663e-03	1.333521432163323e+01	2.086651116019180e+00
2.980000e+07	  3	  3000	  2474	1.620488241667304e-03	1.333521432163323e+01	2.138641784681978e+00
2.990000e+07	  3	  3000	  1197	1.188210847735097e-03	1.333521432163323e+01	2.186622325749157e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
3.000000e+07	  3	  3000	  2854	1.677764283345690e-03	1.333521432163323e+01	2.239327008442912e+00
3.010000e+07	  3	  3000	  2180	1.764878703281056e-03	1.333521432163323e+01	2.290903397242294e+00
collision No.7	1.567379e+01[yr]	i=1, j=1701	r_ij=6.333463616396835e-05	radius[1]+radius[1701]=6.338481524341289e-05
3.020000e+07	  3	  3000	  2625	1.224985055530230e-03	1.333521432163323e+01	2.343519490458903e+00
3.030000e+07	  3	  3000	  2131	1.850861152869831e-03	1.333521432163323e+01	2.395918253311668e+00
3.040000e+07	  3	  3000	  2326	1.306421946933545e-03	1.333521432163323e+01	2.448921951185153e+00
3.050000e+07	  3	  3000	  2403	1.982368252964150e-03	1.333521432163323e+01	2.501918172209404e+00
3.060000e+07	  3	  3000	  2313	1.799545825172862e-03	1.333521432163323e+01	2.554648360766402e+00
3.070000e+07	  3	  3000	   737	1.225528592394435e-03	1.333521432163323e+01	2.607372313548714e+00
3.080000e+07	  3	  3000	  2132	1.311045614792939e-03	1.333521432163323e+01	2.659819420648838e+00
3.090000e+07	  3	  3000	   819	1.709512650918870e-03	1.333521432163323e+01	2.711878058199593e+00
3.100000e+07	  3	  3000	  1784	1.393886144239441e-03	1.333521432163323e+01	2.764061511089506e+00
3.110000e+07	  3	  3000	  2270	1.926546814423616e-03	1.333521432163323e+01	2.816963708466510e+00
3.120000e+07	  3	  3000	  2124	1.472482412239426e-03	1.333521432163323e+01	2.869662895023257e+00
3.130000e+07	  3	  3000	   593	1.590957750142955e-03	1.333521432163323e+01	2.921234564508252e+00
3.140000e+07	  3	  3000	  2652	1.452921178723360e-03	1.333521432163323e+01	2.973218469459319e+00
3.150000e+07	  3	  3000	  2883	1.399596012001805e-03	1.333521432163323e+01	3.026190108786938e+00
3.160000e+07	  3	  3000	  1513	1.643806138813202e-03	1.333521432163323e+01	3.077568056701170e+00
3.170000e+07	  3	  3000	   983	1.329148543652584e-03	1.333521432163323e+01	3.130355578413764e+00
3.180000e+07	  3	  3000	  1022	1.718152227102350e-03	1.333521432163323e+01	3.183284023659600e+00
3.190000e+07	  3	  3000	    65	1.262909870677860e-03	1.333521432163323e+01	3.233961692058609e+00
3.200000e+07	  3	  3000	   919	1.798527277154359e-03	1.333521432163323e+01	3.286102351754976e+00
3.210000e+07	  3	  3000	   695	1.816619410568833e-03	1.333521432163323e+01	3.338877575331873e+00
3.220000e+07	  3	  3000	  1473	1.313049993123169e-03	1.333521432163323e+01	3.391253094911720e+00
3.230000e+07	  3	  3000	  2388	1.661036881639852e-03	1.333521432163323e+01	3.443622650132389e+00
3.240000e+07	  3	  3000	  1836	1.694860840674987e-03	1.333521432163323e+01	3.496591946942456e+00
collision No.8	1.688139e+01[yr]	i=1, j=2876	r_ij=6.329581322120989e-05	radius[1]+radius[2876]=6.338481524341289e-05
3.250000e+07	  3	  3000	  1107	1.634848284154932e-03	1.333521432163323e+01	3.549453685901027e+00
3.260000e+07	  3	  3000	  1722	1.634931759219301e-03	1.333521432163323e+01	3.602453978424883e+00
3.270000e+07	  3	  3000	  1756	1.264208069071290e-03	1.333521432163323e+01	3.655409786924261e+00
3.280000e+07	  3	  3000	  2532	1.536269318798845e-03	1.333521432163323e+01	3.708068801472425e+00
3.290000e+07	  3	  3000	  2070	1.674612614575068e-03	1.333521432163323e+01	3.759847571686152e+00
3.300000e+07	  3	  3000	   520	1.497151692188954e-03	1.333521432163323e+01	3.812846236403387e+00
3.310000e+07	  3	  3000	  2822	1.966258099886713e-03	1.333521432163323e+01	3.865777746059528e+00
3.320000e+07	  3	  3000	  1346	1.748594041199160e-03	1.333521432163323e+01	3.918408084476392e+00
3.330000e+07	  3	  3000	  1541	1.947130161279038e-03	1.333521432163323e+01	3.971365027960971e+00
3.340000e+07	  3	  3000	  1216	1.350146350270938e-03	1.333521432163323e+01	4.024331963727169e+00
3.350000e+07	  3	  3000	    78	9.840275880060834e-04	1.333521432163323e+01	4.077293600721658e+00
3.360000e+07	  3	  3000	  2342	1.587686775714527e-03	1.333521432163323e+01	4.130220479519116e+00
3.370000e+07	  3	  3000	   785	1.463071935370070e-03	1.333521432163323e+01	4.181903226348225e+00
collision No.9	1.755161e+01[yr]	i=2, j=493	r_ij=6.322930920721567e-05	radius[2]+radius[493]=6.338481524341289e-05
3.380000e+07	  3	  3000	   572	1.297310126272399e-03	1.333521432163323e+01	4.234544882773285e+00
3.390000e+07	  3	  3000	  2559	1.811047387699290e-03	1.333521432163323e+01	4.286684903222696e+00
3.400000e+07	  3	  3000	  2750	1.851207090655431e-03	1.333521432163323e+01	4.337744952784124e+00
3.410000e+07	  3	  3000	  2450	1.409768596162697e-03	1.333521432163323e+01	4.390588016825475e+00
3.420000e+07	  3	  3000	   700	2.119266446251434e-03	1.333521432163323e+01	4.443598512498767e+00
3.430000e+07	  3	  3000	  2945	1.556899252534056e-03	1.778279410038921e+01	4.775025320101912e-02
3.440000e+07	  3	  3000	  2990	1.344392864192871e-03	1.778279410038921e+01	1.006547153165364e-01
3.450000e+07	  3	  3000	   731	1.382292789984194e-03	1.778279410038921e+01	1.517653303792854e-01
3.460000e+07	  3	  3000	  1966	1.925391273343572e-03	1.778279410038921e+01	2.031894128905594e-01
3.470000e+07	  3	  3000	   603	1.664015181712989e-03	1.778279410038921e+01	2.554253779770453e-01
3.480000e+07	  3	  3000	   363	1.789544663559005e-03	1.778279410038921e+01	3.083159370722759e-01
3.490000e+07	  3	  3000	   725	1.176414839339198e-03	1.778279410038921e+01	3.611787520313863e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
3.500000e+07	  3	  3000	   230	1.845178155360713e-03	1.778279410038921e+01	4.135402053101493e-01
3.510000e+07	  3	  3000	  1401	1.437498299391770e-03	1.778279410038921e+01	4.664911031525960e-01
3.520000e+07	  3	  3000	  1822	1.155887690677083e-03	1.778279410038921e+01	5.195075442872127e-01
3.530000e+07	  3	  3000	  1743	1.872226702119765e-03	1.778279410038921e+01	5.723334275384623e-01
3.540000e+07	  3	  3000	  1702	1.252996065259807e-03	1.778279410038921e+01	6.245714637479456e-01
3.550000e+07	  3	  3000	  1793	1.431138443224597e-03	1.778279410038921e+01	6.758362150865024e-01
3.560000e+07	  3	  3000	   956	1.389384223876086e-03	1.778279410038921e+01	7.288396166220312e-01
3.570000e+07	  3	  3000	  2262	1.489298917672339e-03	1.778279410038921e+01	7.818606801024941e-01
3.580000e+07	  3	  3000	  2465	1.446825984326579e-03	1.778279410038921e+01	8.348474680508747e-01
3.590000e+07	  3	  3000	  2632	1.379140922896410e-03	1.778279410038921e+01	8.877838724181391e-01
3.600000e+07	  3	  3000	  2285	1.794517274092386e-03	1.778279410038921e+01	9.406410486327363e-01
3.610000e+07	  3	  3000	  2252	2.014280515889441e-03	1.778279410038921e+01	9.925935925953753e-01
3.620000e+07	  3	  3000	   327	1.319684387825066e-03	1.778279410038921e+01	1.045394735576709e+00
3.630000e+07	  3	  3000	  2766	1.451450503341876e-03	1.778279410038921e+01	1.097747809297082e+00
3.640000e+07	  3	  3000	  1450	1.374023108823050e-03	1.778279410038921e+01	1.150216764042796e+00
3.650000e+07	  3	  3000	  1410	1.560488441350940e-03	1.778279410038921e+01	1.202383746557807e+00
3.660000e+07	  3	  3000	    65	1.256847485434826e-03	1.778279410038921e+01	1.255350188144676e+00
3.670000e+07	  3	  3000	   762	2.025006315009342e-03	1.778279410038921e+01	1.308336070456530e+00
3.680000e+07	  3	  3000	   561	1.985449910715599e-03	1.778279410038921e+01	1.359908690267567e+00
3.690000e+07	  3	  3000	   696	1.902599198332896e-03	1.778279410038921e+01	1.412870693638636e+00
3.700000e+07	  3	  3000	  1008	1.710015190334817e-03	1.778279410038921e+01	1.465051182732441e+00
3.710000e+07	  3	  3000	  2850	1.452482702733321e-03	1.778279410038921e+01	1.517065493021969e+00
3.720000e+07	  3	  3000	   681	1.173328567015378e-05	1.778279410038921e+01	1.568128245190778e+00
3.730000e+07	  3	  3000	  2725	1.961523348708981e-03	1.778279410038921e+01	1.620468738564834e+00
3.740000e+07	  3	  3000	   306	1.748366353828159e-03	1.778279410038921e+01	1.673465107723008e+00
3.750000e+07	  3	  3000	   154	1.756140098198446e-03	1.778279410038921e+01	1.726430006539393e+00
3.760000e+07	  3	  3000	  2591	1.918811102455734e-03	1.778279410038921e+01	1.778485614473925e+00
3.770000e+07	  3	  3000	  2243	1.417580844457929e-03	1.778279410038921e+01	1.829445683761143e+00
3.780000e+07	  3	  3000	  1166	1.473745269319105e-03	1.778279410038921e+01	1.882289072503807e+00
3.790000e+07	  3	  3000	   116	1.667416096928700e-03	1.778279410038921e+01	1.934756425569518e+00
3.800000e+07	  3	  3000	  2687	1.271605291458425e-03	1.778279410038921e+01	1.987528702646304e+00
3.810000e+07	  3	  3000	   562	1.795095806394039e-03	1.778279410038921e+01	2.040502112005615e+00
3.820000e+07	  3	  3000	  2791	1.952523793541392e-03	1.778279410038921e+01	2.093533827087336e+00
3.830000e+07	  3	  3000	  2687	1.268383509167478e-03	1.778279410038921e+01	2.146425505323818e+00
3.840000e+07	  3	  3000	  2817	1.560097818338220e-03	1.778279410038921e+01	2.199063657799027e+00
3.850000e+07	  3	  3000	  1229	1.318756180181611e-03	1.778279410038921e+01	2.252030085554821e+00
3.860000e+07	  3	  3000	   206	2.093027412922905e-03	1.778279410038921e+01	2.305052128054887e+00
3.870000e+07	  3	  3000	   326	1.374140419836085e-03	1.778279410038921e+01	2.358084671584042e+00
3.880000e+07	  3	  3000	  2310	1.268547970532300e-03	1.778279410038921e+01	2.411083502679898e+00
3.890000e+07	  3	  3000	   903	1.572476902078225e-03	1.778279410038921e+01	2.464053159714816e+00
3.900000e+07	  3	  3000	  1897	1.548188696720056e-03	1.778279410038921e+01	2.516915328496681e+00
3.910000e+07	  3	  3000	  2178	1.728849243428167e-03	1.778279410038921e+01	2.569859918216680e+00
3.920000e+07	  3	  3000	  1166	1.492640826495315e-03	1.778279410038921e+01	2.621851026495826e+00
3.930000e+07	  3	  3000	   994	1.336465677499561e-03	1.778279410038921e+01	2.673728412367390e+00
3.940000e+07	  3	  3000	   562	1.851311983059761e-03	1.778279410038921e+01	2.726675724962064e+00
3.950000e+07	  3	  3000	  1091	1.551233841019584e-03	1.778279410038921e+01	2.778736604723024e+00
3.960000e+07	  3	  3000	  2548	1.334353913265187e-03	1.778279410038921e+01	2.831716831046230e+00
3.970000e+07	  3	  3000	   196	1.581299159607611e-03	1.778279410038921e+01	2.884729832321814e+00
3.980000e+07	  3	  3000	  2465	1.345949019964369e-03	1.778279410038921e+01	2.937743977578074e+00
3.990000e+07	  3	  3000	   671	1.659198181747321e-03	1.778279410038921e+01	2.990755519035539e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
4.000000e+07	  3	  3000	  1887	1.263273014029778e-03	1.778279410038921e+01	3.043316060467824e+00
4.010000e+07	  3	  3000	  2104	1.562363985357525e-03	1.778279410038921e+01	3.096306597100573e+00
4.020000e+07	  3	  3000	  2318	2.027632975282912e-03	1.778279410038921e+01	3.149250928435026e+00
4.030000e+07	  3	  3000	  1604	1.732015613892385e-03	1.778279410038921e+01	3.201688857764983e+00
4.040000e+07	  3	  3000	   211	1.732940927250592e-03	1.778279410038921e+01	3.254522820160770e+00
4.050000e+07	  3	  3000	  1062	1.515981622535034e-03	1.778279410038921e+01	3.306782660608160e+00
4.060000e+07	  3	  3000	  1683	1.756238646125389e-03	1.778279410038921e+01	3.359690771038343e+00
4.070000e+07	  3	  3000	   805	1.950474734926227e-03	1.778279410038921e+01	3.412598625110119e+00
4.080000e+07	  3	  3000	  1850	1.912272023799824e-03	1.778279410038921e+01	3.465296161386993e+00
4.090000e+07	  3	  3000	  1598	1.883180830881513e-03	1.778279410038921e+01	3.516847561102290e+00
4.100000e+07	  3	  3000	  2396	1.307681786799732e-03	1.778279410038921e+01	3.568860228319596e+00
4.110000e+07	  3	  3000	    12	1.202588048529318e-03	1.778279410038921e+01	3.621164168590214e+00
4.120000e+07	  3	  3000	  1952	1.939622893236289e-03	1.778279410038921e+01	3.674103658382558e+00
4.130000e+07	  3	  3000	   634	1.593805112670622e-03	1.778279410038921e+01	3.727112080636162e+00
4.140000e+07	  3	  3000	  2872	1.605584470764659e-03	1.778279410038921e+01	3.779454147693817e+00
4.150000e+07	  3	  3000	  1156	1.613572662023561e-03	1.778279410038921e+01	3.831682931041118e+00
4.160000e+07	  3	  3000	   773	2.159893879606837e-03	1.778279410038921e+01	3.884481457998841e+00
4.170000e+07	  3	  3000	  1554	1.464185046268149e-03	1.778279410038921e+01	3.937159269295738e+00
4.180000e+07	  3	  3000	   432	1.866574362540385e-03	1.778279410038921e+01	3.989661401238582e+00
4.190000e+07	  3	  3000	  1633	1.466474682561770e-03	1.778279410038921e+01	4.042464483394534e+00
4.200000e+07	  3	  3000	   653	1.590163371723638e-03	1.778279410038921e+01	4.095209654940926e+00
4.210000e+07	  3	  3000	  1702	1.231406242723841e-03	1.778279410038921e+01	4.145429524765469e+00
4.220000e+07	  3	  3000	  1105	1.398716336429015e-03	1.778279410038921e+01	4.196322992199168e+00
4.230000e+07	  3	  3000	  1390	1.965124197602799e-03	1.778279410038921e+01	4.248883589502531e+00
4.240000e+07	  3	  3000	   196	1.496796568067438e-03	1.778279410038921e+01	4.301885280681761e+00
4.250000e+07	  3	  3000	   643	1.285958652171353e-03	1.778279410038921e+01	4.354680372616075e+00
4.260000e+07	  3	  3000	  1973	1.536005879135368e-03	1.778279410038921e+01	4.407405629568891e+00
4.270000e+07	  3	  3000	   513	1.369180057150512e-03	1.778279410038921e+01	4.460353099599263e+00
4.280000e+07	  3	  3000	   351	1.685340414933244e-03	1.778279410038921e+01	4.513124298089843e+00
4.290000e+07	  3	  3000	   887	1.541250823594832e-03	1.778279410038921e+01	4.564542877240326e+00
4.300000e+07	  3	  3000	  1563	1.446261983890716e-03	1.778279410038921e+01	4.616125788671280e+00
4.310000e+07	  3	  3000	  1108	1.792452193010357e-03	1.778279410038921e+01	4.669081167333303e+00
4.320000e+07	  3	  3000	   668	1.253529049829951e-03	1.778279410038921e+01	4.722096678467793e+00
4.330000e+07	  3	  3000	   494	1.834798474590299e-04	1.778279410038921e+01	4.773209632283110e+00
4.340000e+07	  3	  3000	  2710	1.264495898880930e-03	1.778279410038921e+01	4.826152182592560e+00
4.350000e+07	  3	  3000	   732	1.902916174150947e-03	1.778279410038921e+01	4.879125387994564e+00
4.360000e+07	  3	  3000	   408	1.832245332819245e-03	1.778279410038921e+01	4.932047094875512e+00
4.370000e+07	  3	  3000	   802	1.232269158151061e-03	1.778279410038921e+01	4.981908421587543e+00
collision No.10	2.277187e+01[yr]	i=3, j=2765	r_ij=6.324899848935095e-05	radius[3]+radius[2765]=6.338481524341289e-05
4.380000e+07	  3	  3000	  1223	1.686238939108066e-03	1.778279410038921e+01	5.034528413604739e+00
4.390000e+07	  3	  3000	  2569	1.282608556300967e-03	1.778279410038921e+01	5.087477248463007e+00
4.400000e+07	  3	  3000	  2232	1.314434342709265e-03	1.778279410038921e+01	5.140357197902109e+00
4.410000e+07	  3	  3000	  1084	1.611078220729189e-03	1.778279410038921e+01	5.193007050448010e+00
4.420000e+07	  3	  3000	  2748	1.296571815846735e-03	1.778279410038921e+01	5.245963050554595e+00
4.430000e+07	  3	  3000	  1550	1.168731011627627e-03	1.778279410038921e+01	5.298757156061964e+00
4.440000e+07	  3	  3000	   185	1.948914958722050e-03	1.778279410038921e+01	5.348277417423572e+00
4.450000e+07	  3	  3000	   953	1.272194817815291e-03	1.778279410038921e+01	5.401114394352907e+00
4.460000e+07	  3	  3000	  2734	1.447572249243760e-03	1.778279410038921e+01	5.452164713314507e+00
4.470000e+07	  3	  3000	  1061	1.553199548223568e-03	1.778279410038921e+01	5.504110467685358e+00
